id year bid n1 n2 imps hand suit hcp suitq
ol_1306 1992 23 1 8 -57 2 2 9 11
ol_1318 1992 0 9 3 -14 1 2 9 5
ol_1318 1992 24 1 11 110 1 2 9 5
ol_1318 1992 22 1 11 -48 1 2 9 5
ol_1318 1992 23 1 11 -48 1 2 9 5
ol_1562 1992 0 11 1 30 1 2 9 4
ol_1562 1992 13 1 11 -30 1 2 9 4
ol_2012 1992 0 8 4 -26 1 2 9 9
ol_2012 1992 22 1 11 -35 1 2 9 9
ol_2012 1992 13 3 9 61 1 2 9 9
ol_2526 1992 0 9 3 93 1 2 7 1
ol_2526 1992 23 2 10 -57 1 2 7 1
ol_2526 1992 21 1 11 -36 1 2 7 1
ol_2762 1992 0 9 3 -266 2 2 5 9
ol_2762 1992 22 2 10 164 2 2 5 9
ol_2762 1992 23 1 11 102 2 2 5 9
ol_2978 1992 0 11 1 36 1 2 8 13
ol_2978 1992 23 1 11 -36 1 2 8 13
ol_3222 1992 13 3 9 -22 2 2 10 7
ol_3222 1992 0 9 3 22 2 2 10 7
ol_3230 1992 0 9 3 37 3 2 10 6
ol_3230 1992 13 3 9 -37 3 2 10 6
ol_4188 1992 22 2 10 81 1 2 9 10
ol_4188 1992 0 6 6 9 1 2 9 10
ol_4188 1992 13 1 11 45 1 2 9 10
ol_4188 1992 23 2 10 -39 1 2 9 10
ol_4188 1992 31 1 11 -96 1 2 9 10
ol_5132 1992 13 7 5 -84 3 2 10 13
ol_5132 1992 11 1 11 -21 3 2 10 13
ol_5132 1992 25 1 11 -21 3 2 10 13
ol_5132 1992 24 1 11 30 3 2 10 13
ol_5132 1992 23 2 10 96 3 2 10 13
ol_5394 1992 0 11 1 -110 2 2 8 6
ol_5394 1992 23 1 11 110 2 2 8 6
ol_5626 1992 0 11 1 10 1 2 9 5
ol_5626 1992 23 1 11 -10 1 2 9 5
ol_5628 1992 13 8 4 -120 3 2 10 8
ol_5628 1992 0 1 11 14 3 2 10 8
ol_5628 1992 22 1 11 46 3 2 10 8
ol_5628 1992 23 2 10 60 3 2 10 8
ol_5852 1992 0 4 8 6 3 2 9 9
ol_5852 1992 22 1 11 -37 3 2 9 9
ol_5852 1992 13 6 6 -66 3 2 9 9
ol_5852 1992 23 1 11 97 3 2 9 9
ol_5874 1992 13 4 6 -23 3 2 9 7
ol_5874 1992 0 1 9 42 3 2 9 7
ol_5874 1992 11 2 8 -145 3 2 9 7
ol_5874 1992 23 2 8 84 3 2 9 7
ol_5874 1992 22 1 9 42 3 2 9 7
ol_5882 1992 0 11 1 -4 1 2 8 6
ol_5882 1992 12 1 11 4 1 2 8 6
ol_6126 1992 0 10 2 150 1 2 10 5
ol_6126 1992 13 1 11 -67 1 2 10 5
ol_6126 1992 21 1 11 -83 1 2 10 5
ol_6592 1992 0 7 5 -78 1 2 10 12
ol_6592 1992 13 4 8 160 1 2 10 12
ol_6592 1992 23 1 11 -82 1 2 10 12
ol_7074 1992 0 11 1 -56 1 2 6 8
ol_7074 1992 23 1 11 56 1 2 6 8
ol_8150 1992 0 7 1 38 1 2 9 9
ol_8150 1992 13 1 7 -38 1 2 9 9
ol_8412 1992 0 5 1 54 1 2 10 7
ol_8412 1992 15 1 5 -54 1 2 10 7
