id year bid n1 n2 imps hand suit hcp suitq
vb_113 1997 22 1 1 0 2 1 8 6
vb_113 1997 0 1 1 0 2 1 8 6
vb_554 2002 22 1 1 0 2 1 8 5
vb_554 2002 0 1 1 0 2 1 8 5
vb_580 2002 24 1 1 0 2 1 9 16
vb_580 2002 22 1 1 0 2 1 9 16
vb_1132 2005 22 2 2 25 1 1 7 12
vb_1132 2005 34 1 3 9 1 1 7 12
vb_1132 2005 24 1 3 -34 1 1 7 12
vb_1184 2005 34 2 1 0 1 1 5 9
vb_1184 2005 24 1 2 0 1 1 5 9
vb_2229 2007 0 1 1 0 2 1 8 5
vb_2229 2007 22 1 1 0 2 1 8 5
vb_2930 2008 24 1 1 6 1 1 8 9
vb_2930 2008 22 1 1 -6 1 1 8 9
vb_3568 2009 0 1 1 2 1 1 7 8
vb_3568 2009 24 1 1 -2 1 1 7 8
vb_3761 2009 24 1 1 -1 1 1 6 11
vb_3761 2009 0 1 1 1 1 1 6 11
vb_4047 2010 22 3 1 17 1 1 7 7
vb_4047 2010 0 1 3 -17 1 1 7 7
vb_4665 2011 0 2 2 -24 1 1 7 7
vb_4665 2011 24 2 2 24 1 1 7 7
vb_4921 2011 24 1 1 -1 1 1 8 3
vb_4921 2011 0 1 1 1 1 1 8 3
vb_5391 2012 0 1 1 -15 1 1 7 3
vb_5391 2012 24 1 1 15 1 1 7 3
vb_5647 2012 24 1 1 1 2 1 8 17
vb_5647 2012 0 1 1 -1 2 1 8 17
vb_6969 2014 0 1 2 10 1 1 7 10
vb_6969 2014 24 2 1 -10 1 1 7 10
